0,1,0,0,0,0,16,0,1,1,4,4,1,4,2,1,1,2,0,0,1,0,1,1,0,0,2,4,4,4,6,10
1,0,0,0,0,0,16,1,1,1,3,4,0,2,0,1,1,2,0,0,1,0,0,1,1,0,2,4,3,3,12,5
0,1,0,0,0,1,17,1,0,0,3,2,4,3,1,1,1,1,1,0,0,0,0,1,1,0,4,4,4,3,19,11
0,0,0,0,1,1,16,1,1,1,2,1,2,2,0,1,3,1,0,0,0,0,0,1,1,0,4,3,3,4,6,18
1,0,0,0,0,1,18,1,1,1,3,2,3,2,0,1,2,1,1,0,0,0,0,0,1,0,4,4,5,5,0,6
1,0,0,0,0,0,17,1,1,1,2,3,0,2,1,0,2,1,0,0,1,1,0,1,0,0,3,3,3,3,3,7
0,0,0,0,1,0,16,1,0,1,4,4,1,1,2,1,1,3,0,0,1,1,1,1,1,1,5,4,5,4,4,14
0,1,0,0,0,0,16,1,1,1,3,3,2,2,3,1,3,2,0,1,1,0,1,1,0,0,5,3,2,4,4,8
0,0,1,0,0,1,16,1,1,1,3,2,3,3,0,1,2,1,1,0,1,0,1,0,0,0,4,5,2,2,16,12
1,0,0,0,0,0,15,0,1,1,2,4,3,1,0,1,1,3,0,1,1,1,1,1,1,0,4,3,2,5,2,10
0,1,0,0,0,0,15,1,0,0,3,4,2,2,1,1,1,2,0,1,0,0,1,1,1,1,5,3,2,1,0,7
0,0,0,0,1,1,18,0,1,1,4,3,4,3,0,1,1,3,0,0,0,0,0,1,1,1,5,3,2,4,9,16
0,1,0,0,0,0,16,1,1,1,2,2,3,2,3,1,2,2,0,0,0,1,1,1,1,0,3,4,4,5,2,13
0,0,1,0,0,0,17,1,0,1,2,2,3,2,0,1,2,2,0,1,1,1,0,1,1,1,4,4,4,5,6,12
0,0,1,0,0,1,17,1,1,1,2,3,2,2,0,0,2,1,0,0,0,0,0,1,1,0,5,2,2,2,4,12
1,0,0,0,0,1,18,1,1,1,2,2,2,3,3,0,1,2,1,0,0,0,0,0,1,0,5,5,4,2,0,7
1,0,0,0,0,1,19,1,1,1,3,2,3,0,1,1,1,1,3,0,1,0,0,0,1,1,4,5,4,4,0,5
1,0,0,0,0,1,18,1,1,1,4,3,4,2,0,1,1,2,0,0,1,1,0,1,1,0,4,3,2,3,2,8
0,0,1,0,0,1,18,0,1,1,3,2,2,2,0,1,1,3,0,0,0,0,1,1,0,0,5,3,2,3,1,13
0,1,0,0,0,1,17,1,0,1,4,4,4,2,3,1,1,2,0,0,1,1,1,1,1,0,4,4,4,5,0,13
0,0,1,0,0,1,15,1,1,1,3,4,2,2,3,0,1,1,0,0,0,0,0,1,1,0,3,4,3,4,6,14
1,0,0,0,0,0,18,1,1,1,1,1,2,2,0,1,2,2,1,0,0,0,1,1,0,0,1,1,1,5,0,6
0,0,0,0,1,0,17,1,1,1,4,4,3,4,1,1,2,1,1,0,1,0,0,1,1,0,4,2,4,2,24,18
0,0,0,1,0,0,15,1,1,1,4,4,4,4,0,1,2,1,0,0,0,0,1,1,1,0,4,3,2,5,0,16
1,0,0,0,0,1,16,1,1,1,4,4,4,4,0,1,1,1,0,0,1,0,0,0,1,1,3,3,2,5,0,7
0,1,0,0,0,0,17,0,0,1,2,2,3,3,0,1,1,3,0,0,1,1,1,1,1,0,3,3,2,3,3,11
0,0,0,0,1,1,15,1,0,1,4,3,4,3,1,1,1,3,0,0,1,0,1,1,1,0,5,4,3,4,2,15
0,0,1,0,0,0,17,1,1,1,1,1,3,4,3,1,1,3,0,0,1,1,0,1,1,0,4,3,3,3,6,13
0,1,0,0,0,0,15,0,1,1,3,3,3,3,3,2,2,3,2,0,1,1,1,1,1,1,4,2,1,3,8,10
0,0,1,0,0,1,18,0,1,1,3,2,2,2,0,1,2,1,1,0,1,0,0,1,1,0,2,5,5,5,10,11
0,1,0,0,0,1,17,1,1,1,2,3,2,3,1,0,2,2,0,0,0,0,1,1,1,0,4,4,3,3,2,11
0,0,0,0,1,0,16,1,1,1,4,2,3,2,0,1,1,2,0,0,1,0,0,1,1,0,4,2,3,5,2,15
0,1,0,0,0,0,16,0,1,1,3,3,3,2,3,0,1,3,1,1,1,0,1,1,1,0,4,1,2,2,0,7
0,1,0,0,0,1,18,1,1,1,4,4,2,2,0,1,1,3,0,0,0,0,1,1,1,0,4,3,3,3,3,9
0,0,0,1,0,1,16,1,1,1,0,2,2,2,2,1,1,1,0,0,0,1,0,1,1,0,4,3,2,5,0,13
0,1,0,0,0,1,16,1,0,1,2,2,2,2,1,1,1,2,0,0,0,0,0,1,1,0,4,4,4,3,0,12
0,1,0,0,0,0,17,1,1,1,2,2,2,2,0,1,1,2,0,0,1,0,0,1,1,0,5,4,5,5,4,10
0,0,0,1,0,0,18,1,1,1,2,3,2,3,3,0,1,4,0,0,1,1,1,1,1,1,4,5,5,2,4,15
1,0,0,0,0,1,18,1,0,1,1,1,2,2,0,1,1,1,3,0,0,0,0,0,1,1,2,3,5,4,0,6
1,0,0,0,0,0,15,1,1,1,4,4,4,1,3,1,1,2,0,0,1,1,0,1,1,0,3,3,3,2,0,10
1,0,0,0,0,1,17,1,1,1,1,2,0,3,2,2,2,2,0,0,0,1,1,1,1,0,4,4,4,5,12,7
1,0,0,0,0,0,15,1,1,1,3,2,3,2,1,1,2,2,0,1,1,1,0,1,1,0,4,3,5,2,26,7
0,1,0,0,0,1,15,1,1,1,2,3,2,2,1,1,1,3,0,1,0,1,0,1,1,0,5,3,2,5,4,11
0,1,0,0,0,1,18,1,1,1,4,2,4,2,1,1,1,2,0,0,1,1,1,1,1,1,4,3,2,5,11,12
0,0,1,0,0,1,18,1,0,1,4,4,4,3,2,1,2,3,0,0,0,1,0,1,1,1,4,2,2,5,0,13
0,1,0,0,0,0,17,1,1,1,1,1,2,2,0,1,1,2,0,0,1,1,0,1,0,0,4,4,4,1,4,9
0,0,0,1,0,0,18,1,1,1,3,2,2,3,2,1,1,3,0,0,0,0,0,1,1,1,5,4,3,1,7,13
0,1,0,0,0,1,17,1,1,1,1,3,0,3,0,0,1,1,0,0,0,0,0,0,1,0,5,3,3,2,2,10
1,0,0,0,0,0,18,1,0,1,4,3,2,2,1,2,2,2,0,0,1,1,0,1,1,1,4,4,5,2,10,10
1,0,0,0,0,1,16,1,0,0,4,4,4,1,3,1,1,2,0,0,1,0,0,1,0,0,4,1,3,5,18,8
1,0,0,0,0,0,17,0,1,1,2,2,2,2,3,1,1,1,0,0,1,0,0,1,1,0,5,3,2,3,18,7
0,1,0,0,0,0,15,1,1,1,1,2,0,2,0,1,1,2,0,0,1,1,0,1,1,0,4,3,2,5,2,10
0,0,0,0,1,0,16,1,1,1,2,3,3,4,2,1,1,2,0,1,0,0,0,1,1,0,2,3,1,3,2,16
1,0,0,0,0,0,16,1,0,1,3,1,2,2,1,0,1,2,0,1,1,0,0,1,0,0,3,3,3,2,4,7
0,0,0,0,1,0,15,0,0,1,3,1,2,2,3,0,2,4,0,0,1,0,0,1,1,0,4,4,2,3,12,16
0,0,1,0,0,1,16,1,1,1,4,4,1,2,0,1,1,1,0,0,1,0,1,1,1,0,3,4,4,5,18,14
0,0,0,1,0,1,16,0,1,1,4,3,3,2,3,1,2,1,0,1,1,0,1,1,1,0,3,3,3,4,2,11
0,0,1,0,0,0,16,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,3,4,4,1,2,14
0,0,0,0,1,1,18,1,0,1,4,4,4,4,1,1,1,1,0,0,1,1,0,1,1,1,1,4,2,1,5,16
0,1,0,0,0,0,16,1,1,1,2,1,2,2,0,1,1,2,0,0,1,1,0,1,0,1,4,3,5,5,2,8
1,0,0,0,0,1,17,1,1,1,4,4,4,4,3,1,1,2,0,1,1,0,1,1,1,1,4,5,5,2,14,11
1,0,0,0,0,0,15,0,0,1,2,2,1,3,3,1,2,2,0,1,1,1,0,1,1,0,4,1,3,4,2,8
0,0,1,0,0,1,16,1,0,1,2,2,2,2,3,1,2,2,0,0,1,0,1,1,1,0,5,4,4,5,0,13
0,0,0,1,0,1,16,0,1,0,4,4,2,4,3,1,2,3,0,0,1,0,1,1,1,1,2,4,3,5,7,15
1,0,0,0,0,1,17,1,1,1,2,1,2,2,1,1,1,1,3,0,1,0,0,1,1,0,5,4,5,5,0,5
0,0,1,0,0,0,16,1,0,1,2,4,2,1,0,0,2,2,0,0,1,1,1,1,1,1,4,2,2,5,2,13
1,0,0,0,0,0,16,1,1,1,3,1,3,2,0,1,1,4,0,1,1,1,0,1,1,0,4,3,3,5,4,7
1,0,0,0,0,1,16,1,1,1,4,3,4,2,1,1,1,2,0,0,1,1,1,1,1,0,3,4,3,3,10,9
0,1,0,0,0,0,16,1,1,1,1,1,0,2,1,1,2,1,0,0,1,1,0,1,0,0,4,3,2,5,6,9
0,0,1,0,0,0,18,0,0,1,1,1,0,2,3,1,2,4,0,0,1,1,1,1,0,0,5,2,2,3,1,12
0,1,0,0,0,0,18,0,1,1,4,4,2,4,2,0,3,2,0,0,1,1,0,1,1,1,3,2,2,5,10,14
1,0,0,0,0,1,17,1,0,0,4,1,3,2,1,1,2,1,0,0,0,1,1,1,1,1,4,5,4,5,30,8
0,0,1,0,0,1,15,1,1,1,3,4,3,3,1,0,1,1,0,1,0,0,0,1,1,0,5,5,5,5,0,13
1,0,0,0,0,0,15,1,1,1,3,2,1,3,1,0,1,2,3,0,1,0,0,1,1,0,3,3,2,3,0,6
0,0,1,0,0,0,17,1,1,0,2,1,2,2,0,1,2,3,0,0,0,0,1,1,1,1,3,2,3,3,10,12
1,0,0,0,0,0,16,1,0,1,2,2,0,2,0,1,1,2,0,0,1,0,0,1,0,0,4,3,4,2,4,8
1,0,0,0,0,0,18,1,1,1,3,3,3,3,1,1,1,2,0,0,0,0,1,1,1,0,5,3,4,4,0,7
0,1,0,0,0,0,17,1,1,1,2,2,0,0,0,1,1,3,0,0,1,1,1,1,1,0,4,3,3,4,4,9
1,0,0,0,0,0,18,1,0,1,2,2,2,2,1,2,1,2,0,0,0,0,1,1,1,1,4,3,3,2,0,8
0,0,0,1,0,0,17,1,0,1,2,4,3,3,0,0,1,2,0,0,0,0,1,1,1,1,4,3,2,5,0,14
0,1,0,0,0,0,17,1,1,1,2,4,0,1,3,1,2,2,0,0,1,1,0,1,1,1,4,3,3,1,2,10
0,0,0,1,0,0,18,1,1,1,4,3,2,2,3,0,1,4,0,0,1,1,0,1,1,0,4,3,3,3,0,14
1,0,0,0,0,0,17,1,0,1,3,3,2,2,3,1,1,2,0,0,1,0,1,1,1,1,5,3,3,1,56,9
1,0,0,0,0,0,17,0,1,1,2,1,0,3,3,1,2,2,0,0,1,0,1,1,1,0,4,2,5,5,2,6
0,1,0,0,0,1,19,1,1,1,1,2,2,3,0,2,1,2,1,0,0,0,0,1,1,0,4,5,2,4,3,13
0,0,1,0,0,0,19,0,1,0,3,1,3,0,1,2,1,3,1,0,0,1,0,1,0,0,5,4,3,5,12,14
1,0,0,0,0,0,18,1,1,1,4,4,1,1,3,0,1,2,1,1,1,0,1,1,1,1,2,4,4,4,15,9
0,0,0,0,1,1,16,0,1,1,4,4,4,4,0,1,1,1,0,0,0,1,1,1,1,0,3,5,5,4,8,18
0,1,0,0,0,0,15,0,1,1,3,4,3,1,0,1,1,3,0,1,1,1,1,1,1,0,4,3,2,5,2,12
0,0,1,0,0,0,15,1,1,1,2,1,3,2,3,0,3,3,0,0,1,0,1,1,1,0,5,2,2,4,4,10
0,1,0,0,0,1,17,1,1,1,3,1,3,2,2,1,1,2,0,0,0,1,1,1,1,1,5,4,4,5,2,9
0,1,0,0,0,1,17,1,1,1,3,3,3,3,2,1,1,2,0,0,1,0,1,1,1,1,4,3,4,4,12,12
0,0,1,0,0,1,16,1,1,1,4,4,1,2,3,0,1,2,0,0,1,1,1,1,1,0,4,2,4,1,2,14
0,0,1,0,0,0,16,1,1,1,2,2,0,2,1,1,1,2,1,1,0,0,1,1,1,0,3,1,2,5,6,10
0,1,0,0,0,1,17,1,1,1,4,3,2,2,0,1,1,2,0,0,1,0,1,1,1,1,5,2,3,2,4,10
0,0,0,0,1,1,18,0,0,0,3,4,2,2,3,1,2,2,0,0,1,1,1,1,1,0,4,2,5,1,13,17
1,0,0,0,0,1,18,1,1,1,4,4,4,3,1,1,2,1,0,0,0,1,1,1,1,0,3,2,4,3,22,9
0,0,1,0,0,1,16,1,1,1,3,3,2,3,1,0,2,1,0,0,0,0,1,1,1,0,5,4,2,5,0,13
0,0,0,1,0,0,17,1,0,1,4,4,0,0,0,1,1,2,0,0,1,1,1,1,1,1,2,3,4,1,0,16
1,0,0,0,0,1,18,1,1,1,4,3,4,2,0,1,1,3,0,0,1,1,0,1,1,1,5,4,5,5,0,10
0,1,0,0,0,0,17,0,1,1,3,1,0,2,3,1,1,2,0,0,1,1,1,1,1,0,4,5,4,1,17,10
0,1,0,0,0,0,18,1,1,1,1,1,2,2,1,1,2,2,0,1,0,0,1,1,1,0,5,4,4,4,4,8
0,1,0,0,0,0,17,1,0,0,3,2,3,2,3,1,2,2,0,0,0,0,0,1,0,1,1,2,3,5,2,12
1,0,0,0,0,1,17,0,0,1,1,1,2,3,0,1,4,2,3,0,0,0,1,0,0,1,5,3,5,5,0,5
1,0,0,0,0,1,22,1,1,1,3,1,3,3,2,1,1,1,3,0,0,0,0,0,1,1,5,4,5,1,16,6
1,0,0,0,0,1,17,0,1,1,3,4,0,2,0,1,3,2,0,0,0,0,0,1,0,0,5,4,5,5,0,10
0,0,1,0,0,0,17,1,1,1,4,4,2,4,0,1,1,1,0,1,1,0,0,1,0,1,4,2,1,4,0,11
0,1,0,0,0,0,16,1,0,1,4,4,4,4,3,1,1,2,0,0,1,1,0,1,1,0,4,5,2,3,0,9
0,1,0,0,0,1,16,0,0,1,3,3,4,2,1,0,3,1,0,0,1,1,1,1,1,0,3,3,4,3,8,9
1,0,0,0,0,0,19,0,1,1,2,3,3,2,0,1,1,3,1,0,0,0,1,1,1,0,5,4,2,5,0,7
0,1,0,0,0,0,15,1,0,1,1,1,0,2,2,1,1,2,3,1,0,1,0,1,1,0,4,3,2,3,10,7
0,1,0,0,0,0,16,0,1,1,2,2,3,3,3,1,2,4,0,0,1,1,1,1,1,0,5,3,5,5,6,10
0,0,0,0,1,1,16,1,1,1,4,4,4,4,0,0,1,2,0,0,1,0,1,1,1,0,5,4,4,5,2,15
1,0,0,0,0,1,18,1,0,1,2,1,0,2,0,1,4,2,0,1,1,1,1,1,1,1,4,3,2,3,14,10
0,1,0,0,0,1,17,0,1,1,2,2,2,2,0,0,2,2,0,0,1,1,1,1,1,0,4,5,2,1,4,11
0,1,0,0,0,1,15,1,1,1,2,2,2,2,1,1,1,1,0,0,1,1,0,1,1,0,4,2,2,5,2,12
0,0,0,1,0,0,15,1,1,1,1,2,0,3,0,1,1,2,0,0,0,0,0,1,1,0,3,2,3,1,2,16
0,0,0,1,0,0,17,1,1,1,4,2,2,2,3,1,2,3,0,0,1,1,0,1,1,0,4,3,3,3,0,15
0,0,0,1,0,0,16,1,1,1,4,4,4,3,1,1,1,3,0,0,1,0,1,1,1,0,5,3,2,5,0,13
0,0,1,0,0,0,16,1,1,1,2,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,5,2,5,20,13
0,0,0,0,1,0,18,1,0,1,3,3,3,3,1,1,1,4,0,0,1,0,0,1,1,0,5,3,3,1,7,16
0,0,1,0,0,0,19,1,1,1,2,1,0,2,2,2,3,2,0,0,1,0,0,0,1,1,3,4,1,2,20,14
0,1,0,0,0,0,19,1,1,1,2,1,3,3,1,2,1,3,1,0,0,1,1,1,1,1,4,3,4,3,4,11
1,0,0,0,0,0,19,1,1,1,0,1,0,2,0,2,1,2,3,0,1,0,0,0,0,0,3,4,2,5,2,7
0,1,0,0,0,0,16,1,1,1,3,3,2,3,1,1,1,2,0,1,1,1,1,1,1,0,4,3,3,5,54,11
0,1,0,0,0,0,17,0,1,1,3,4,0,3,0,0,1,3,0,0,1,1,1,1,1,0,4,3,4,5,0,11
0,1,0,0,0,1,16,1,1,1,4,4,4,4,1,1,1,2,0,0,1,1,1,1,1,1,4,4,5,5,16,10
0,0,0,1,0,1,15,1,0,1,2,2,3,3,1,1,2,2,0,0,0,1,1,1,1,0,5,3,3,4,4,15
0,0,0,0,1,1,17,1,1,1,3,3,2,3,3,1,1,1,0,0,0,0,1,1,1,0,4,3,5,5,3,14
0,0,0,0,1,1,16,1,1,1,3,3,3,2,1,0,1,3,0,0,1,0,1,1,1,0,5,3,3,5,2,16
1,0,0,0,0,0,18,1,1,1,3,3,3,3,0,0,1,2,0,0,1,0,0,1,0,1,5,3,4,5,0,10
1,0,0,0,0,0,19,1,0,1,1,2,3,3,1,2,1,2,1,0,0,0,1,1,0,1,4,2,4,3,0,9
0,1,0,0,0,0,16,1,1,0,3,4,3,2,0,0,1,1,0,0,0,0,0,1,1,0,3,2,1,5,16,12
1,0,0,0,0,0,18,1,1,1,2,1,2,2,0,2,2,3,0,0,1,1,0,1,1,1,4,4,4,3,0,7
0,0,1,0,0,0,16,1,1,1,3,2,2,2,3,1,1,2,0,0,1,1,0,1,1,0,1,2,2,1,14,12
0,0,0,0,1,0,18,1,1,1,2,2,0,0,2,1,1,3,0,0,1,1,0,1,1,0,4,3,3,2,5,18
1,0,0,0,0,0,16,1,0,1,2,2,2,0,0,0,2,2,1,1,0,0,1,1,1,0,4,3,3,5,14,10
0,1,0,0,0,0,18,1,1,1,3,3,3,3,2,1,2,2,0,0,1,0,0,1,1,1,4,3,2,3,0,11
0,0,0,1,0,0,16,1,0,1,4,3,4,3,0,1,3,2,0,0,1,0,1,1,1,0,5,4,3,1,2,16
0,0,1,0,0,0,18,1,0,1,2,1,3,0,3,1,1,2,1,0,0,0,0,1,1,1,5,4,3,5,12,12
1,0,0,0,0,0,15,1,1,1,4,4,3,3,3,0,2,2,2,0,0,1,0,1,1,1,4,4,4,5,6,7
1,0,0,0,0,1,16,1,0,1,4,3,4,2,0,1,1,1,0,0,0,0,1,1,1,0,5,4,5,3,0,6
0,1,0,0,0,1,16,1,1,1,1,2,3,3,2,1,1,1,0,0,1,1,1,1,1,1,3,3,3,3,2,11
0,0,0,1,0,1,16,1,1,1,3,1,2,2,3,0,2,4,0,0,1,1,0,1,1,0,4,3,2,5,0,13
0,0,1,0,0,1,16,1,1,1,3,3,2,3,0,0,1,2,1,0,1,1,0,1,1,1,4,5,5,5,4,10
0,0,0,1,0,1,15,1,0,1,4,4,1,3,0,0,1,1,0,0,1,1,1,1,1,0,4,3,3,5,2,14
1,0,0,0,0,0,15,1,1,1,2,3,2,2,2,0,2,1,0,0,1,0,1,1,0,0,3,5,1,5,0,8
0,1,0,0,0,1,16,1,0,0,3,4,3,2,1,1,1,2,0,1,1,0,1,1,1,0,5,3,3,5,4,11
1,0,0,0,0,1,16,1,1,1,3,4,2,2,0,0,3,1,2,0,1,0,1,1,1,0,3,4,5,2,0,6
0,1,0,0,0,0,15,1,1,1,4,4,4,3,0,1,1,3,0,0,1,1,1,1,1,0,4,2,2,5,2,9
0,0,1,0,0,0,19,1,1,1,1,1,0,1,1,2,1,3,2,0,0,0,0,1,1,1,4,1,2,3,14,15
0,1,0,0,0,1,18,1,1,1,4,2,1,2,3,0,1,2,0,0,1,1,1,1,1,1,5,4,5,5,10,10
1,0,0,0,0,0,17,1,1,1,1,1,0,2,3,1,1,3,1,0,1,0,1,1,0,1,4,3,4,5,0,6
0,1,0,0,0,0,15,0,1,1,1,1,0,2,1,1,2,4,1,1,1,1,1,1,1,0,3,1,2,1,2,7
0,0,1,0,0,0,15,1,0,1,4,2,1,2,2,1,1,2,0,0,1,1,0,1,1,0,4,3,3,5,2,11
0,0,1,0,0,1,17,1,0,1,4,3,1,2,0,1,2,2,0,0,0,0,1,1,1,1,2,5,5,5,14,12
0,0,0,1,0,1,18,0,0,1,3,2,3,2,3,1,2,3,0,0,1,1,1,1,1,0,5,4,2,4,8,14
0,0,1,0,0,0,18,1,1,1,2,4,3,0,3,2,1,2,1,0,1,1,1,1,1,0,4,4,3,3,8,14
1,0,0,0,0,1,16,0,1,1,4,2,4,3,2,1,1,1,0,0,1,0,1,1,1,1,4,3,3,3,10,10
0,0,1,0,0,1,15,1,0,1,4,4,4,2,1,2,1,1,0,0,1,0,0,1,1,1,5,4,3,5,8,12
1,0,0,0,0,1,18,1,0,1,1,3,0,3,0,1,1,1,1,0,0,0,0,0,1,1,4,3,3,3,7,8
1,0,0,0,0,0,16,1,1,0,3,1,3,2,0,1,1,2,3,0,1,1,0,1,1,0,2,3,3,4,5,7
0,0,1,0,0,1,17,0,1,1,2,1,2,2,0,1,1,1,0,0,0,0,0,1,1,0,4,4,2,5,0,8
0,1,0,0,0,1,17,0,1,1,2,2,3,2,0,1,4,1,0,0,1,0,0,1,1,0,4,4,5,4,8,11
0,1,0,0,0,0,16,1,1,1,3,3,2,2,1,0,1,2,0,0,1,1,0,1,0,0,4,3,2,5,4,6
0,0,1,0,0,0,17,1,0,1,4,2,4,3,3,1,1,4,0,0,1,1,1,1,1,0,4,2,3,4,6,14
1,0,0,0,0,1,19,0,1,1,1,1,2,2,1,2,3,1,1,0,1,0,0,1,1,0,4,4,4,5,4,8
1,0,0,0,0,1,16,1,1,1,4,4,3,3,2,1,1,1,0,1,1,1,1,1,1,0,4,5,5,4,14,7
0,0,0,1,0,0,17,1,1,1,3,2,2,2,0,1,1,2,0,0,0,0,1,1,1,0,5,3,4,3,10,16
1,0,0,0,0,0,17,1,1,1,3,2,2,2,1,1,1,2,0,0,1,1,0,1,1,1,4,3,2,2,0,7
1,0,0,0,0,1,18,1,1,1,2,2,3,2,1,1,1,2,1,0,1,1,1,1,1,0,4,4,4,5,15,6
0,0,0,0,1,1,16,1,1,1,1,0,2,2,3,1,2,2,0,0,1,1,1,1,1,1,4,3,2,3,2,13
0,0,0,1,0,0,16,1,1,1,4,4,2,2,3,1,1,1,0,0,0,0,1,1,1,0,5,3,4,1,6,11
0,0,0,1,0,0,17,1,0,1,3,2,2,2,3,1,2,2,0,0,0,1,0,1,1,0,4,4,4,1,2,14
0,1,0,0,0,0,16,1,1,1,1,1,3,3,0,0,4,1,0,1,1,0,1,1,1,1,5,5,5,5,6,10
0,0,0,0,1,1,16,1,1,1,4,3,1,3,3,1,1,4,0,0,0,0,1,1,1,0,4,2,2,2,4,19
0,0,0,0,1,1,15,0,1,1,4,3,4,0,0,1,1,2,0,0,1,0,1,1,1,1,4,5,2,5,0,17
0,1,0,0,0,0,18,0,1,1,4,4,4,2,3,1,2,2,0,0,0,1,1,1,1,0,4,3,4,4,8,12
0,0,0,0,1,0,16,1,1,1,4,3,1,2,1,1,1,2,0,0,1,0,1,1,1,0,4,3,5,2,2,16
0,0,1,0,0,1,17,1,1,1,3,3,1,2,0,1,2,2,0,0,1,1,0,1,1,0,4,5,4,3,2,13
0,0,0,1,0,1,15,1,1,1,4,2,1,3,2,1,1,1,0,0,0,1,0,1,1,0,2,2,4,1,4,15
0,0,0,1,0,0,20,1,1,1,4,2,1,2,0,2,2,3,2,0,1,1,0,1,1,1,5,4,3,3,4,15
0,0,0,1,0,0,17,1,0,1,4,3,1,2,3,0,1,2,0,0,0,0,1,1,1,1,3,2,3,3,14,13
0,0,0,0,1,0,18,1,1,1,4,3,3,2,1,0,1,2,0,0,1,1,0,1,1,1,3,1,2,2,21,17
0,0,0,1,0,1,18,1,1,1,2,1,3,3,3,1,1,3,0,0,0,1,1,1,1,0,4,2,4,2,6,15
